InterviewKey,CandidateKey,InterviewDateKey,InterviewStage,InterviewerKey,Outcome,Score,DurationMinutes,Notes
2834,2835,20250629,HR,134,Passed,78.01,58,Auto-generated interview note 2834
2835,2836,20250112,PhoneScreen,135,Failed,62.26,59,Auto-generated interview note 2835
2836,2837,20231224,HR,136,Passed,91.95,60,Auto-generated interview note 2836
2837,2838,20240809,HR,137,Passed,58.11,61,Auto-generated interview note 2837
2838,2839,20250321,Onsite,138,Passed,87.46,62,Auto-generated interview note 2838
2839,2840,20240522,HR,139,Passed,69.08,63,Auto-generated interview note 2839
2840,2841,20230911,Technical,140,Failed,98.94,64,Auto-generated interview note 2840
2841,2842,20241015,Onsite,141,Passed,62.77,65,Auto-generated interview note 2841
2842,2843,20250528,PhoneScreen,142,NoShow,68.67,66,Auto-generated interview note 2842
2843,2844,20230613,HR,143,Passed,70.07,67,Auto-generated interview note 2843
2844,2845,20230912,Onsite,144,Passed,72.54,68,Auto-generated interview note 2844
2845,2846,20240426,Technical,145,Failed,74.07,69,Auto-generated interview note 2845
2846,2847,20240519,HR,146,Passed,53.78,70,Auto-generated interview note 2846
2847,2848,20240717,Onsite,147,Passed,73.85,71,Auto-generated interview note 2847
2848,2849,20231128,HR,148,Passed,77.92,72,Auto-generated interview note 2848
2849,2850,20231120,PhoneScreen,149,Passed,52.51,73,Auto-generated interview note 2849
2850,2851,20250903,Technical,150,Failed,54.27,74,Auto-generated interview note 2850
2851,2852,20230516,HR,1,Passed,87.4,75,Auto-generated interview note 2851
2852,2853,20240812,HR,2,Passed,62.27,76,Auto-generated interview note 2852
2853,2854,20240523,Onsite,3,Passed,62.12,77,Auto-generated interview note 2853
2854,2855,20240319,HR,4,Passed,75.27,78,Auto-generated interview note 2854
2855,2856,20240127,Technical,5,Failed,75.93,79,Auto-generated interview note 2855
2856,2857,20240425,PhoneScreen,6,Passed,69.98,80,Auto-generated interview note 2856
2857,2858,20230323,HR,7,Passed,53.84,81,Auto-generated interview note 2857
2858,2859,20250428,HR,8,Passed,53.57,82,Auto-generated interview note 2858
2859,2860,20250131,Onsite,9,Passed,86.62,83,Auto-generated interview note 2859
2860,2861,20240201,Technical,10,Passed,50.55,84,Auto-generated interview note 2860
2861,2862,20250711,HR,11,Passed,67.78,85,Auto-generated interview note 2861
2862,2863,20230609,Onsite,12,Passed,94.74,86,Auto-generated interview note 2862
2863,2864,20250403,PhoneScreen,13,Passed,65.4,87,Auto-generated interview note 2863
2864,2865,20240905,HR,14,Passed,76.91,88,Auto-generated interview note 2864
2865,2866,20230814,Technical,15,Failed,56.42,89,Auto-generated interview note 2865
2866,2867,20240626,HR,16,Passed,94.77,90,Auto-generated interview note 2866
2867,2868,20240407,HR,17,Passed,54.28,30,Auto-generated interview note 2867
2868,2869,20230529,Onsite,18,Passed,81.66,31,Auto-generated interview note 2868
2869,2870,20230531,HR,19,Passed,59.27,32,Auto-generated interview note 2869
2870,2871,20231112,PhoneScreen,20,Failed,77.11,33,Auto-generated interview note 2870
2871,2872,20250506,Onsite,21,Passed,80.46,34,Auto-generated interview note 2871
2872,2873,20231031,HR,22,Passed,97.51,35,Auto-generated interview note 2872
2873,2874,20230717,HR,23,Passed,94.22,36,Auto-generated interview note 2873
2874,2875,20230923,Onsite,24,Passed,77.04,37,Auto-generated interview note 2874
2875,2876,20230411,Technical,25,Failed,73.86,38,Auto-generated interview note 2875
2876,2877,20230618,HR,26,Passed,66.21,39,Auto-generated interview note 2876
2877,2878,20230806,PhoneScreen,27,Passed,79.09,40,Auto-generated interview note 2877
2878,2879,20250502,HR,28,Passed,89.5,41,Auto-generated interview note 2878
2879,2880,20240530,HR,29,Passed,90.99,42,Auto-generated interview note 2879
2880,2881,20241111,Technical,30,Failed,60.13,43,Auto-generated interview note 2880
2881,2882,20250320,HR,31,Passed,84.74,44,Auto-generated interview note 2881
2882,2883,20250625,HR,32,Passed,91.8,45,Auto-generated interview note 2882
2883,2884,20240721,Onsite,33,Passed,75.12,46,Auto-generated interview note 2883
2884,2885,20250528,PhoneScreen,34,Passed,99.35,47,Auto-generated interview note 2884
2885,2886,20230715,Technical,35,Failed,69.38,48,Auto-generated interview note 2885
2886,2887,20231118,Onsite,36,Passed,84.9,49,Auto-generated interview note 2886
2887,2888,20240324,HR,37,Passed,90.0,50,Auto-generated interview note 2887
2888,2889,20240812,HR,38,Passed,98.84,51,Auto-generated interview note 2888
2889,2890,20250906,Onsite,39,Passed,61.04,52,Auto-generated interview note 2889
2890,2891,20241110,Technical,40,Failed,57.9,53,Auto-generated interview note 2890
2891,2892,20240312,PhoneScreen,41,Passed,50.12,54,Auto-generated interview note 2891
2892,2893,20231208,Onsite,42,Passed,52.62,55,Auto-generated interview note 2892
2893,2894,20250210,HR,43,Passed,62.7,56,Auto-generated interview note 2893
2894,2895,20250421,HR,44,Passed,76.25,57,Auto-generated interview note 2894
2895,2896,20230721,Technical,45,Failed,85.76,58,Auto-generated interview note 2895
2896,2897,20240925,HR,46,Passed,57.29,59,Auto-generated interview note 2896
2897,2898,20230523,HR,47,Passed,54.17,60,Auto-generated interview note 2897
2898,2899,20240125,PhoneScreen,48,Passed,92.05,61,Auto-generated interview note 2898
2899,2900,20231010,HR,49,Passed,91.25,62,Auto-generated interview note 2899
2900,2901,20230918,Technical,50,Failed,79.76,63,Auto-generated interview note 2900
2901,2902,20250801,Onsite,51,Passed,62.8,64,Auto-generated interview note 2901
2902,2903,20241202,HR,52,Passed,99.98,65,Auto-generated interview note 2902
2903,2904,20241014,HR,53,Passed,50.88,66,Auto-generated interview note 2903
2904,2905,20230516,Onsite,54,Passed,63.27,67,Auto-generated interview note 2904
2905,2906,20250605,PhoneScreen,55,Failed,98.89,68,Auto-generated interview note 2905
2906,2907,20240328,HR,56,Passed,89.74,69,Auto-generated interview note 2906
2907,2908,20250421,Onsite,57,Passed,96.81,70,Auto-generated interview note 2907
2908,2909,20241228,HR,58,Passed,61.74,71,Auto-generated interview note 2908
2909,2910,20241013,HR,59,Passed,60.67,72,Auto-generated interview note 2909
2910,2911,20230524,Technical,60,Failed,75.86,73,Auto-generated interview note 2910
2911,2912,20240216,HR,61,Passed,83.48,74,Auto-generated interview note 2911
2912,2913,20240801,PhoneScreen,62,Passed,94.97,75,Auto-generated interview note 2912
2913,2914,20240715,Onsite,63,Passed,59.68,76,Auto-generated interview note 2913
2914,2915,20240127,HR,64,Passed,66.11,77,Auto-generated interview note 2914
2915,2916,20230921,Technical,65,Passed,53.38,78,Auto-generated interview note 2915
2916,2917,20231121,Onsite,66,Passed,80.4,79,Auto-generated interview note 2916
2917,2918,20230617,HR,67,Passed,56.28,80,Auto-generated interview note 2917
2918,2919,20250904,HR,68,Passed,56.64,81,Auto-generated interview note 2918
2919,2920,20240729,PhoneScreen,69,Passed,53.52,82,Auto-generated interview note 2919
2920,2921,20231231,Technical,70,Failed,76.91,83,Auto-generated interview note 2920
2921,2922,20231220,HR,71,Passed,86.12,84,Auto-generated interview note 2921
2922,2923,20250213,Onsite,72,Passed,51.33,85,Auto-generated interview note 2922
2923,2924,20241208,HR,73,Passed,96.21,86,Auto-generated interview note 2923
2924,2925,20241227,HR,74,Passed,59.83,87,Auto-generated interview note 2924
2925,2926,20250406,Technical,75,Failed,62.64,88,Auto-generated interview note 2925
2926,2927,20230629,PhoneScreen,76,Passed,66.88,89,Auto-generated interview note 2926
2927,2928,20231127,HR,77,Passed,73.63,90,Auto-generated interview note 2927
2928,2929,20241218,Onsite,78,Passed,96.47,30,Auto-generated interview note 2928
2929,2930,20240512,HR,79,NoShow,81.1,31,Auto-generated interview note 2929
2930,2931,20240313,Technical,80,Failed,80.79,32,Auto-generated interview note 2930
2931,2932,20230914,Onsite,81,Passed,87.23,33,Auto-generated interview note 2931
2932,2933,20250301,HR,82,Passed,57.81,34,Auto-generated interview note 2932
2933,2934,20230909,PhoneScreen,83,Passed,99.93,35,Auto-generated interview note 2933
2934,2935,20250306,Onsite,84,Passed,58.2,36,Auto-generated interview note 2934
2935,2936,20230711,Technical,85,Failed,86.85,37,Auto-generated interview note 2935
2936,2937,20240330,HR,86,Passed,82.56,38,Auto-generated interview note 2936
2937,2938,20240318,Onsite,87,Passed,58.35,39,Auto-generated interview note 2937
2938,2939,20240123,HR,88,Passed,86.6,40,Auto-generated interview note 2938
2939,2940,20240402,HR,89,Passed,61.85,41,Auto-generated interview note 2939
2940,2941,20231209,PhoneScreen,90,Failed,88.19,42,Auto-generated interview note 2940
2941,2942,20241129,HR,91,Passed,92.65,43,Auto-generated interview note 2941
2942,2943,20250119,HR,92,Passed,91.57,44,Auto-generated interview note 2942
2943,2944,20230902,Onsite,93,Passed,98.38,45,Auto-generated interview note 2943
2944,2945,20230519,HR,94,Passed,97.41,46,Auto-generated interview note 2944
2945,2946,20250417,Technical,95,Failed,67.77,47,Auto-generated interview note 2945
2946,2947,20230516,Onsite,96,Passed,56.88,48,Auto-generated interview note 2946
2947,2948,20250125,PhoneScreen,97,Passed,77.92,49,Auto-generated interview note 2947
2948,2949,20230606,HR,98,Passed,75.9,50,Auto-generated interview note 2948
2949,2950,20240519,Onsite,99,Passed,65.75,51,Auto-generated interview note 2949
2950,2951,20250406,Technical,100,Failed,95.69,52,Auto-generated interview note 2950
2951,2952,20240820,HR,101,Passed,76.95,53,Auto-generated interview note 2951
2952,2953,20230507,Onsite,102,Passed,68.27,54,Auto-generated interview note 2952
2953,2954,20230906,HR,103,Passed,91.68,55,Auto-generated interview note 2953
2954,2955,20231018,PhoneScreen,104,Passed,75.19,56,Auto-generated interview note 2954
2955,2956,20230615,Technical,105,Failed,59.05,57,Auto-generated interview note 2955
2956,2957,20240306,HR,106,Passed,59.82,58,Auto-generated interview note 2956
2957,2958,20240918,HR,107,Passed,59.4,59,Auto-generated interview note 2957
2958,2959,20240928,Onsite,108,NoShow,86.31,60,Auto-generated interview note 2958
2959,2960,20231104,HR,109,Passed,70.53,61,Auto-generated interview note 2959
2960,2961,20240629,Technical,110,Failed,56.53,62,Auto-generated interview note 2960
2961,2962,20240722,PhoneScreen,111,Passed,83.92,63,Auto-generated interview note 2961
2962,2963,20241008,HR,112,Passed,64.18,64,Auto-generated interview note 2962
2963,2964,20230619,HR,113,Passed,89.81,65,Auto-generated interview note 2963
2964,2965,20240812,Onsite,114,Passed,98.78,66,Auto-generated interview note 2964
2965,2966,20240617,Technical,115,Failed,88.26,67,Auto-generated interview note 2965
2966,2967,20241221,HR,116,Passed,75.45,68,Auto-generated interview note 2966
2967,2968,20241223,Onsite,117,Passed,93.75,69,Auto-generated interview note 2967
2968,2969,20230821,PhoneScreen,118,Passed,86.41,70,Auto-generated interview note 2968
2969,2970,20240929,HR,119,Passed,79.63,71,Auto-generated interview note 2969
2970,2971,20241120,Technical,120,Passed,51.85,72,Auto-generated interview note 2970
2971,2972,20231109,HR,121,Passed,85.73,73,Auto-generated interview note 2971
2972,2973,20230423,HR,122,Passed,81.42,74,Auto-generated interview note 2972
2973,2974,20230424,Onsite,123,Passed,84.56,75,Auto-generated interview note 2973
2974,2975,20240714,HR,124,Passed,82.26,76,Auto-generated interview note 2974
2975,2976,20230411,PhoneScreen,125,Failed,60.95,77,Auto-generated interview note 2975
2976,2977,20231226,Onsite,126,Passed,68.54,78,Auto-generated interview note 2976
2977,2978,20240312,HR,127,Passed,52.65,79,Auto-generated interview note 2977
2978,2979,20231223,HR,128,Passed,72.71,80,Auto-generated interview note 2978
2979,2980,20240104,Onsite,129,Passed,69.68,81,Auto-generated interview note 2979
2980,2981,20230404,Technical,130,Failed,97.96,82,Auto-generated interview note 2980
2981,2982,20230422,HR,131,Passed,64.6,83,Auto-generated interview note 2981
2982,2983,20240312,PhoneScreen,132,Passed,67.26,84,Auto-generated interview note 2982
2983,2984,20240307,HR,133,Passed,95.3,85,Auto-generated interview note 2983
2984,2985,20231117,HR,134,Passed,73.16,86,Auto-generated interview note 2984
2985,2986,20250624,Technical,135,Failed,63.34,87,Auto-generated interview note 2985
2986,2987,20240815,HR,136,Passed,64.12,88,Auto-generated interview note 2986
2987,2988,20231003,HR,137,NoShow,81.69,89,Auto-generated interview note 2987
2988,2989,20250524,Onsite,138,Passed,68.88,90,Auto-generated interview note 2988
2989,2990,20240116,PhoneScreen,139,Passed,55.44,30,Auto-generated interview note 2989
2990,2991,20250404,Technical,140,Failed,54.59,31,Auto-generated interview note 2990
2991,2992,20241024,Onsite,141,Passed,86.28,32,Auto-generated interview note 2991
2992,2993,20241002,HR,142,Passed,61.4,33,Auto-generated interview note 2992
2993,2994,20230629,HR,143,Passed,76.6,34,Auto-generated interview note 2993
2994,2995,20230407,Onsite,144,Passed,68.49,35,Auto-generated interview note 2994
2995,2996,20230901,Technical,145,Failed,68.81,36,Auto-generated interview note 2995
2996,2997,20250709,PhoneScreen,146,Passed,96.41,37,Auto-generated interview note 2996
2997,2998,20241021,Onsite,147,Passed,54.92,38,Auto-generated interview note 2997
2998,2999,20250221,HR,148,Passed,55.15,39,Auto-generated interview note 2998
2999,3000,20230403,HR,149,Passed,79.08,40,Auto-generated interview note 2999
3000,3001,20231121,Technical,150,Failed,88.41,41,Auto-generated interview note 3000
3001,3002,20240930,HR,1,Passed,96.1,42,Auto-generated interview note 3001
3002,3003,20241022,HR,2,Passed,78.14,43,Auto-generated interview note 3002
3003,3004,20241005,PhoneScreen,3,Passed,54.67,44,Auto-generated interview note 3003
3004,3005,20240605,HR,4,Passed,81.45,45,Auto-generated interview note 3004
3005,3006,20250117,Technical,5,Failed,61.67,46,Auto-generated interview note 3005
3006,3007,20240827,Onsite,6,Passed,94.14,47,Auto-generated interview note 3006
3007,3008,20241226,HR,7,Passed,64.77,48,Auto-generated interview note 3007
3008,3009,20250330,HR,8,Passed,52.31,49,Auto-generated interview note 3008
3009,3010,20231025,Onsite,9,Passed,91.0,50,Auto-generated interview note 3009
3010,3011,20241109,PhoneScreen,10,Failed,83.55,51,Auto-generated interview note 3010
3011,3012,20250108,HR,11,Passed,64.07,52,Auto-generated interview note 3011
3012,3013,20250612,Onsite,12,Passed,91.87,53,Auto-generated interview note 3012
3013,3014,20241104,HR,13,Passed,52.73,54,Auto-generated interview note 3013
3014,3015,20240702,HR,14,Passed,66.66,55,Auto-generated interview note 3014
3015,3016,20240224,Technical,15,Failed,53.98,56,Auto-generated interview note 3015
3016,3017,20230621,HR,16,NoShow,83.39,57,Auto-generated interview note 3016
3017,3018,20230910,PhoneScreen,17,Passed,93.61,58,Auto-generated interview note 3017
3018,3019,20230831,Onsite,18,Passed,70.46,59,Auto-generated interview note 3018
3019,3020,20240430,HR,19,Passed,94.81,60,Auto-generated interview note 3019
3020,3021,20230401,Technical,20,Failed,66.43,61,Auto-generated interview note 3020
3021,3022,20240505,Onsite,21,Passed,64.55,62,Auto-generated interview note 3021
3022,3023,20240502,HR,22,Passed,71.76,63,Auto-generated interview note 3022
3023,3024,20240416,HR,23,Passed,90.74,64,Auto-generated interview note 3023
3024,3025,20240227,PhoneScreen,24,Passed,72.13,65,Auto-generated interview note 3024
3025,3026,20241230,Technical,25,Passed,84.6,66,Auto-generated interview note 3025
3026,3027,20230503,HR,26,Passed,95.03,67,Auto-generated interview note 3026
3027,3028,20230826,Onsite,27,Passed,60.59,68,Auto-generated interview note 3027
3028,3029,20240224,HR,28,Passed,71.54,69,Auto-generated interview note 3028
3029,3030,20230621,HR,29,Passed,71.05,70,Auto-generated interview note 3029
3030,3031,20230716,Technical,30,Failed,80.1,71,Auto-generated interview note 3030
3031,3032,20230403,PhoneScreen,31,Passed,71.6,72,Auto-generated interview note 3031
3032,3033,20240502,HR,32,Passed,50.35,73,Auto-generated interview note 3032
3033,3034,20240116,Onsite,33,Passed,92.52,74,Auto-generated interview note 3033
3034,3035,20231025,HR,34,Passed,67.41,75,Auto-generated interview note 3034
3035,3036,20250419,Technical,35,Failed,93.82,76,Auto-generated interview note 3035
3036,3037,20240307,Onsite,36,Passed,98.77,77,Auto-generated interview note 3036
3037,3038,20250107,HR,37,Passed,89.92,78,Auto-generated interview note 3037
3038,3039,20240113,PhoneScreen,38,Passed,78.8,79,Auto-generated interview note 3038
3039,3040,20230904,Onsite,39,Passed,53.63,80,Auto-generated interview note 3039
3040,3041,20231001,Technical,40,Failed,89.49,81,Auto-generated interview note 3040
3041,3042,20241003,HR,41,Passed,99.79,82,Auto-generated interview note 3041
3042,3043,20250808,Onsite,42,Passed,59.3,83,Auto-generated interview note 3042
3043,3044,20240818,HR,43,Passed,97.66,84,Auto-generated interview note 3043
3044,3045,20230704,HR,44,Passed,94.74,85,Auto-generated interview note 3044
3045,3046,20230606,PhoneScreen,45,Failed,82.48,86,Auto-generated interview note 3045
3046,3047,20231201,HR,46,Passed,62.93,87,Auto-generated interview note 3046
3047,3048,20231219,HR,47,Passed,81.93,88,Auto-generated interview note 3047
3048,3049,20240106,Onsite,48,Passed,85.79,89,Auto-generated interview note 3048
3049,3050,20231228,HR,49,Passed,98.84,90,Auto-generated interview note 3049
3050,3051,20250806,Technical,50,Failed,72.67,30,Auto-generated interview note 3050
3051,3052,20250801,Onsite,51,Passed,60.45,31,Auto-generated interview note 3051
3052,3053,20250416,PhoneScreen,52,Passed,63.35,32,Auto-generated interview note 3052
3053,3054,20240122,HR,53,Passed,77.59,33,Auto-generated interview note 3053
3054,3055,20250628,Onsite,54,Passed,59.74,34,Auto-generated interview note 3054
3055,3056,20231209,Technical,55,Failed,58.29,35,Auto-generated interview note 3055
3056,3057,20250115,HR,56,Passed,95.81,36,Auto-generated interview note 3056
3057,3058,20240508,Onsite,57,Passed,56.87,37,Auto-generated interview note 3057
3058,3059,20240222,HR,58,Passed,91.44,38,Auto-generated interview note 3058
3059,3060,20230730,PhoneScreen,59,Passed,53.17,39,Auto-generated interview note 3059
3060,3061,20250701,Technical,60,Failed,97.1,40,Auto-generated interview note 3060
3061,3062,20240831,HR,61,Passed,58.16,41,Auto-generated interview note 3061
3062,3063,20240603,HR,62,Passed,57.63,42,Auto-generated interview note 3062
3063,3064,20230511,Onsite,63,Passed,63.21,43,Auto-generated interview note 3063
3064,3065,20241204,HR,64,Passed,74.35,44,Auto-generated interview note 3064
3065,3066,20250411,Technical,65,Failed,93.67,45,Auto-generated interview note 3065
3066,3067,20231117,PhoneScreen,66,Passed,55.72,46,Auto-generated interview note 3066
3067,3068,20230415,HR,67,Passed,88.48,47,Auto-generated interview note 3067
3068,3069,20250209,HR,68,Passed,60.34,48,Auto-generated interview note 3068
3069,3070,20231123,Onsite,69,Passed,89.93,49,Auto-generated interview note 3069
3070,3071,20240201,Technical,70,Failed,66.01,50,Auto-generated interview note 3070
3071,3072,20240728,HR,71,Passed,63.48,51,Auto-generated interview note 3071
3072,3073,20230825,Onsite,72,Passed,55.38,52,Auto-generated interview note 3072
3073,3074,20250802,PhoneScreen,73,Passed,91.21,53,Auto-generated interview note 3073
3074,3075,20250507,HR,74,NoShow,53.71,54,Auto-generated interview note 3074
3075,3076,20230917,Technical,75,Failed,85.86,55,Auto-generated interview note 3075
3076,3077,20230622,HR,76,Passed,51.0,56,Auto-generated interview note 3076
3077,3078,20250822,HR,77,Passed,96.49,57,Auto-generated interview note 3077
3078,3079,20240915,Onsite,78,Passed,74.25,58,Auto-generated interview note 3078
3079,3080,20240704,HR,79,Passed,75.62,59,Auto-generated interview note 3079
3080,3081,20240810,PhoneScreen,80,Passed,71.09,60,Auto-generated interview note 3080
3081,3082,20250819,Onsite,81,Passed,51.1,61,Auto-generated interview note 3081
3082,3083,20230620,HR,82,Passed,70.08,62,Auto-generated interview note 3082
3083,3084,20241225,HR,83,Passed,85.33,63,Auto-generated interview note 3083
3084,3085,20250308,Onsite,84,Passed,84.51,64,Auto-generated interview note 3084
3085,3086,20250401,Technical,85,Failed,62.31,65,Auto-generated interview note 3085
3086,3087,20250507,HR,86,Passed,65.46,66,Auto-generated interview note 3086
3087,3088,20241120,PhoneScreen,87,Passed,90.4,67,Auto-generated interview note 3087
3088,3089,20241129,HR,88,Passed,78.81,68,Auto-generated interview note 3088
3089,3090,20230427,HR,89,Passed,85.6,69,Auto-generated interview note 3089
3090,3091,20241121,Technical,90,Failed,66.48,70,Auto-generated interview note 3090
3091,3092,20240908,HR,91,Passed,86.54,71,Auto-generated interview note 3091
3092,3093,20240806,HR,92,Passed,93.11,72,Auto-generated interview note 3092
3093,3094,20240709,Onsite,93,Passed,55.98,73,Auto-generated interview note 3093
3094,3095,20230728,PhoneScreen,94,Passed,56.42,74,Auto-generated interview note 3094
3095,3096,20240702,Technical,95,Failed,50.55,75,Auto-generated interview note 3095
3096,3097,20230511,Onsite,96,Passed,53.14,76,Auto-generated interview note 3096
3097,3098,20250511,HR,97,Passed,83.36,77,Auto-generated interview note 3097
3098,3099,20250511,HR,98,Passed,93.07,78,Auto-generated interview note 3098
3099,3100,20240820,Onsite,99,Passed,69.15,79,Auto-generated interview note 3099
3100,3101,20230521,Technical,100,Failed,70.04,80,Auto-generated interview note 3100
3101,3102,20230904,PhoneScreen,101,Passed,90.97,81,Auto-generated interview note 3101
3102,3103,20240301,Onsite,102,Passed,86.74,82,Auto-generated interview note 3102
3103,3104,20250810,HR,103,NoShow,62.48,83,Auto-generated interview note 3103
3104,3105,20240717,HR,104,Passed,79.38,84,Auto-generated interview note 3104
3105,3106,20231228,Technical,105,Failed,69.44,85,Auto-generated interview note 3105
3106,3107,20240503,HR,106,Passed,62.29,86,Auto-generated interview note 3106
3107,3108,20241214,HR,107,Passed,70.31,87,Auto-generated interview note 3107
3108,3109,20230719,PhoneScreen,108,Passed,92.99,88,Auto-generated interview note 3108
3109,3110,20240822,HR,109,Passed,57.88,89,Auto-generated interview note 3109
3110,3111,20230831,Technical,110,Failed,63.63,90,Auto-generated interview note 3110
3111,3112,20250219,Onsite,111,Passed,79.53,30,Auto-generated interview note 3111
3112,3113,20230403,HR,112,Passed,74.02,31,Auto-generated interview note 3112
3113,3114,20241219,HR,113,Passed,62.42,32,Auto-generated interview note 3113
3114,3115,20231221,Onsite,114,Passed,74.37,33,Auto-generated interview note 3114
3115,3116,20240116,PhoneScreen,115,Failed,58.68,34,Auto-generated interview note 3115
3116,3117,20230522,HR,116,Passed,94.85,35,Auto-generated interview note 3116
3117,3118,20240401,Onsite,117,Passed,51.76,36,Auto-generated interview note 3117
3118,3119,20250828,HR,118,Passed,61.68,37,Auto-generated interview note 3118
3119,3120,20250418,HR,119,Passed,85.97,38,Auto-generated interview note 3119
3120,3121,20250301,Technical,120,Failed,93.09,39,Auto-generated interview note 3120
3121,3122,20241006,HR,121,Passed,99.95,40,Auto-generated interview note 3121
3122,3123,20241128,PhoneScreen,122,Passed,79.2,41,Auto-generated interview note 3122
3123,3124,20240229,Onsite,123,Passed,79.64,42,Auto-generated interview note 3123
3124,3125,20230404,HR,124,Passed,90.37,43,Auto-generated interview note 3124
3125,3126,20250604,Technical,125,Failed,90.86,44,Auto-generated interview note 3125
3126,3127,20230411,Onsite,126,Passed,98.83,45,Auto-generated interview note 3126
3127,3128,20240803,HR,127,Passed,75.06,46,Auto-generated interview note 3127
3128,3129,20240617,HR,128,Passed,83.66,47,Auto-generated interview note 3128
3129,3130,20231201,PhoneScreen,129,Passed,98.71,48,Auto-generated interview note 3129
3130,3131,20250424,Technical,130,Failed,69.81,49,Auto-generated interview note 3130
3131,3132,20231124,HR,131,Passed,77.75,50,Auto-generated interview note 3131
3132,3133,20230426,Onsite,132,NoShow,70.83,51,Auto-generated interview note 3132
3133,3134,20240521,HR,133,Passed,83.0,52,Auto-generated interview note 3133
3134,3135,20241025,HR,134,Passed,79.81,53,Auto-generated interview note 3134
3135,3136,20250730,Technical,135,Passed,72.72,54,Auto-generated interview note 3135
3136,3137,20241110,PhoneScreen,136,Passed,74.89,55,Auto-generated interview note 3136
3137,3138,20250326,HR,137,Passed,50.99,56,Auto-generated interview note 3137
3138,3139,20230409,Onsite,138,Passed,85.61,57,Auto-generated interview note 3138
3139,3140,20230523,HR,139,Passed,72.29,58,Auto-generated interview note 3139
3140,3141,20230411,Technical,140,Failed,53.39,59,Auto-generated interview note 3140
3141,3142,20250820,Onsite,141,Passed,90.8,60,Auto-generated interview note 3141
3142,3143,20240602,HR,142,Passed,64.77,61,Auto-generated interview note 3142
3143,3144,20250724,PhoneScreen,143,Passed,85.4,62,Auto-generated interview note 3143
3144,3145,20250302,Onsite,144,Passed,90.12,63,Auto-generated interview note 3144
3145,3146,20240629,Technical,145,Failed,83.22,64,Auto-generated interview note 3145
3146,3147,20250613,HR,146,Passed,65.43,65,Auto-generated interview note 3146
3147,3148,20240714,Onsite,147,Passed,91.47,66,Auto-generated interview note 3147
3148,3149,20231105,HR,148,Passed,63.08,67,Auto-generated interview note 3148
3149,3150,20241222,HR,149,Passed,91.53,68,Auto-generated interview note 3149
3150,3151,20250804,PhoneScreen,150,Failed,64.16,69,Auto-generated interview note 3150
3151,3152,20250317,HR,1,Passed,89.21,70,Auto-generated interview note 3151
3152,3153,20231129,HR,2,Passed,72.27,71,Auto-generated interview note 3152
3153,3154,20230816,Onsite,3,Passed,66.01,72,Auto-generated interview note 3153
3154,3155,20240204,HR,4,Passed,64.82,73,Auto-generated interview note 3154
3155,3156,20250906,Technical,5,Failed,66.5,74,Auto-generated interview note 3155
3156,3157,20230514,Onsite,6,Passed,86.57,75,Auto-generated interview note 3156
3157,3158,20241117,PhoneScreen,7,Passed,87.38,76,Auto-generated interview note 3157
3158,3159,20230823,HR,8,Passed,64.88,77,Auto-generated interview note 3158
3159,3160,20240801,Onsite,9,Passed,81.44,78,Auto-generated interview note 3159
3160,3161,20230706,Technical,10,Failed,60.54,79,Auto-generated interview note 3160
3161,3162,20241202,HR,11,NoShow,72.42,80,Auto-generated interview note 3161
3162,3163,20240630,Onsite,12,Passed,72.72,81,Auto-generated interview note 3162
3163,3164,20230810,HR,13,Passed,88.07,82,Auto-generated interview note 3163
3164,3165,20230724,PhoneScreen,14,Passed,56.96,83,Auto-generated interview note 3164
3165,3166,20230731,Technical,15,Failed,55.42,84,Auto-generated interview note 3165
3166,3167,20240327,HR,16,Passed,54.72,85,Auto-generated interview note 3166
3167,3168,20230511,HR,17,Passed,53.68,86,Auto-generated interview note 3167
3168,3169,20240807,Onsite,18,Passed,85.7,87,Auto-generated interview note 3168
3169,3170,20230930,HR,19,Passed,70.33,88,Auto-generated interview note 3169
3170,3171,20231005,Technical,20,Failed,90.23,89,Auto-generated interview note 3170
3171,3172,20250317,PhoneScreen,21,Passed,61.39,90,Auto-generated interview note 3171
3172,3173,20241011,HR,22,Passed,79.18,30,Auto-generated interview note 3172
3173,3174,20240114,HR,23,Passed,71.81,31,Auto-generated interview note 3173
3174,3175,20250518,Onsite,24,Passed,77.97,32,Auto-generated interview note 3174
3175,3176,20230910,Technical,25,Failed,69.36,33,Auto-generated interview note 3175
3176,3177,20240829,HR,26,Passed,71.72,34,Auto-generated interview note 3176
3177,3178,20250415,Onsite,27,Passed,79.73,35,Auto-generated interview note 3177
3178,3179,20250822,PhoneScreen,28,Passed,51.08,36,Auto-generated interview note 3178
3179,3180,20250731,HR,29,Passed,78.87,37,Auto-generated interview note 3179
3180,3181,20241022,Technical,30,Failed,76.98,38,Auto-generated interview note 3180
3181,3182,20230902,HR,31,Passed,51.53,39,Auto-generated interview note 3181
3182,3183,20231119,HR,32,Passed,98.56,40,Auto-generated interview note 3182
3183,3184,20250329,Onsite,33,Passed,72.0,41,Auto-generated interview note 3183
3184,3185,20250312,HR,34,Passed,69.16,42,Auto-generated interview note 3184
3185,3186,20250906,PhoneScreen,35,Failed,70.36,43,Auto-generated interview note 3185
3186,3187,20250418,Onsite,36,Passed,77.11,44,Auto-generated interview note 3186
3187,3188,20230603,HR,37,Passed,61.35,45,Auto-generated interview note 3187
