OfferKey,CandidateKey,OfferDateKey,RecruiterKey,PositionKey,OfferStatus,OfferedSalary,OfferNotes
918,919,20240415,18,39,Accepted,210918,Auto-generated offer 918
919,920,20240505,19,40,Expired,30919,Auto-generated offer 919
920,921,20240202,20,1,Accepted,50920,Auto-generated offer 920
921,922,20250515,21,2,Expired,70921,Auto-generated offer 921
922,923,20240312,22,3,Pending,90922,Auto-generated offer 922
923,924,20250829,23,4,Accepted,110923,Auto-generated offer 923
924,925,20240524,24,5,Pending,130924,Auto-generated offer 924
925,926,20230627,25,6,Pending,150925,Auto-generated offer 925
926,927,20250228,26,7,Declined,170926,Auto-generated offer 926
927,928,20231228,27,8,Declined,190927,Auto-generated offer 927
928,929,20240213,28,9,Expired,210928,Auto-generated offer 928
929,930,20250529,29,10,Declined,30929,Auto-generated offer 929
930,931,20230421,30,11,Expired,50930,Auto-generated offer 930
931,932,20250109,31,12,Expired,70931,Auto-generated offer 931
932,933,20231203,32,13,Pending,90932,Auto-generated offer 932
933,934,20250518,33,14,Declined,110933,Auto-generated offer 933
934,935,20240902,34,15,Accepted,130934,Auto-generated offer 934
935,936,20230722,35,16,Expired,150935,Auto-generated offer 935
936,937,20240723,36,17,Accepted,170936,Auto-generated offer 936
937,938,20250812,37,18,Expired,190937,Auto-generated offer 937
938,939,20250828,38,19,Accepted,210938,Auto-generated offer 938
939,940,20240921,39,20,Declined,30939,Auto-generated offer 939
940,941,20230826,40,21,Pending,50940,Auto-generated offer 940
941,942,20241109,41,22,Accepted,70941,Auto-generated offer 941
942,943,20250102,42,23,Expired,90942,Auto-generated offer 942
943,944,20250328,43,24,Pending,110943,Auto-generated offer 943
944,945,20240926,44,25,Declined,130944,Auto-generated offer 944
945,946,20230721,45,26,Pending,150945,Auto-generated offer 945
946,947,20250611,46,27,Expired,170946,Auto-generated offer 946
947,948,20250701,47,28,Declined,190947,Auto-generated offer 947
948,949,20240426,48,29,Expired,210948,Auto-generated offer 948
949,950,20240220,49,30,Accepted,30949,Auto-generated offer 949
950,951,20231023,50,31,Pending,50950,Auto-generated offer 950
951,952,20250121,1,32,Accepted,70951,Auto-generated offer 951
952,953,20240831,2,33,Expired,90952,Auto-generated offer 952
953,954,20230411,3,34,Declined,110953,Auto-generated offer 953
954,955,20230521,4,35,Pending,130954,Auto-generated offer 954
955,956,20250511,5,36,Pending,150955,Auto-generated offer 955
956,957,20250817,6,37,Accepted,170956,Auto-generated offer 956
957,958,20231130,7,38,Pending,190957,Auto-generated offer 957
958,959,20231206,8,39,Accepted,210958,Auto-generated offer 958
959,960,20240713,9,40,Accepted,30959,Auto-generated offer 959
960,961,20230423,10,1,Pending,50960,Auto-generated offer 960
961,962,20240921,11,2,Expired,70961,Auto-generated offer 961
962,963,20230416,12,3,Accepted,90962,Auto-generated offer 962
963,964,20230928,13,4,Expired,110963,Auto-generated offer 963
964,965,20231214,14,5,Declined,130964,Auto-generated offer 964
965,966,20230502,15,6,Accepted,150965,Auto-generated offer 965
966,967,20240407,16,7,Pending,170966,Auto-generated offer 966
967,968,20250103,17,8,Declined,190967,Auto-generated offer 967
968,969,20230715,18,9,Expired,210968,Auto-generated offer 968
969,970,20231015,19,10,Expired,30969,Auto-generated offer 969
970,971,20231216,20,11,Accepted,50970,Auto-generated offer 970
971,972,20230628,21,12,Expired,70971,Auto-generated offer 971
972,973,20250219,22,13,Pending,90972,Auto-generated offer 972
973,974,20231027,23,14,Expired,110973,Auto-generated offer 973
974,975,20250327,24,15,Declined,130974,Auto-generated offer 974
975,976,20250406,25,16,Accepted,150975,Auto-generated offer 975
976,977,20250813,26,17,Accepted,170976,Auto-generated offer 976
977,978,20230403,27,18,Declined,190977,Auto-generated offer 977
978,979,20250507,28,19,Accepted,210978,Auto-generated offer 978
979,980,20240810,29,20,Expired,30979,Auto-generated offer 979
980,981,20250320,30,21,Declined,50980,Auto-generated offer 980
981,982,20231008,31,22,Accepted,70981,Auto-generated offer 981
982,983,20240219,32,23,Declined,90982,Auto-generated offer 982
983,984,20231125,33,24,Expired,110983,Auto-generated offer 983
984,985,20250503,34,25,Expired,130984,Auto-generated offer 984
985,986,20250325,35,26,Accepted,150985,Auto-generated offer 985
986,987,20241016,36,27,Expired,170986,Auto-generated offer 986
987,988,20240913,37,28,Pending,190987,Auto-generated offer 987
988,989,20241120,38,29,Accepted,210988,Auto-generated offer 988
989,990,20230531,39,30,Declined,30989,Auto-generated offer 989
990,991,20250720,40,31,Declined,50990,Auto-generated offer 990
991,992,20250824,41,32,Pending,70991,Auto-generated offer 991
992,993,20250725,42,33,Accepted,90992,Auto-generated offer 992
993,994,20231004,43,34,Accepted,110993,Auto-generated offer 993
994,995,20241203,44,35,Declined,130994,Auto-generated offer 994
995,996,20240701,45,36,Accepted,150995,Auto-generated offer 995
996,997,20230704,46,37,Accepted,170996,Auto-generated offer 996
997,998,20250201,47,38,Declined,190997,Auto-generated offer 997
998,999,20230902,48,39,Expired,210998,Auto-generated offer 998
999,1000,20231119,49,40,Pending,30999,Auto-generated offer 999
1000,1001,20240322,50,1,Pending,51000,Auto-generated offer 1000
1001,1002,20230421,1,2,Accepted,71001,Auto-generated offer 1001
1002,1003,20240705,2,3,Pending,91002,Auto-generated offer 1002
1003,1004,20250121,3,4,Accepted,111003,Auto-generated offer 1003
1004,1005,20230805,4,5,Expired,131004,Auto-generated offer 1004
1005,1006,20250719,5,6,Accepted,151005,Auto-generated offer 1005
1006,1007,20250808,6,7,Expired,171006,Auto-generated offer 1006
1007,1008,20230422,7,8,Accepted,191007,Auto-generated offer 1007
1008,1009,20250320,8,9,Pending,211008,Auto-generated offer 1008
1009,1010,20240915,9,10,Expired,31009,Auto-generated offer 1009
1010,1011,20231201,10,11,Declined,51010,Auto-generated offer 1010
1011,1012,20230502,11,12,Pending,71011,Auto-generated offer 1011
1012,1013,20250228,12,13,Expired,91012,Auto-generated offer 1012
1013,1014,20250602,13,14,Accepted,111013,Auto-generated offer 1013
1014,1015,20241209,14,15,Accepted,131014,Auto-generated offer 1014
1015,1016,20240828,15,16,Accepted,151015,Auto-generated offer 1015
1016,1017,20241128,16,17,Expired,171016,Auto-generated offer 1016
1017,1018,20250125,17,18,Declined,191017,Auto-generated offer 1017
1018,1019,20250221,18,19,Pending,211018,Auto-generated offer 1018
1019,1020,20240317,19,20,Pending,31019,Auto-generated offer 1019
1020,1021,20250520,20,21,Pending,51020,Auto-generated offer 1020
1021,1022,20250603,21,22,Accepted,71021,Auto-generated offer 1021
1022,1023,20250510,22,23,Expired,91022,Auto-generated offer 1022
1023,1024,20230406,23,24,Pending,111023,Auto-generated offer 1023
1024,1025,20231005,24,25,Expired,131024,Auto-generated offer 1024
1025,1026,20250623,25,26,Accepted,151025,Auto-generated offer 1025
1026,1027,20250819,26,27,Declined,171026,Auto-generated offer 1026
1027,1028,20250313,27,28,Accepted,191027,Auto-generated offer 1027
1028,1029,20240624,28,29,Accepted,211028,Auto-generated offer 1028
1029,1030,20250526,29,30,Pending,31029,Auto-generated offer 1029
1030,1031,20230525,30,31,Declined,51030,Auto-generated offer 1030
1031,1032,20240516,31,32,Expired,71031,Auto-generated offer 1031
1032,1033,20250506,32,33,Declined,91032,Auto-generated offer 1032
1033,1034,20240626,33,34,Declined,111033,Auto-generated offer 1033
1034,1035,20250520,34,35,Expired,131034,Auto-generated offer 1034
1035,1036,20241230,35,36,Expired,151035,Auto-generated offer 1035
1036,1037,20240914,36,37,Expired,171036,Auto-generated offer 1036
1037,1038,20250305,37,38,Declined,191037,Auto-generated offer 1037
1038,1039,20240705,38,39,Accepted,211038,Auto-generated offer 1038
1039,1040,20250306,39,40,Expired,31039,Auto-generated offer 1039
1040,1041,20250304,40,1,Accepted,51040,Auto-generated offer 1040
1041,1042,20240215,41,2,Pending,71041,Auto-generated offer 1041
1042,1043,20240928,42,3,Expired,91042,Auto-generated offer 1042
1043,1044,20240412,43,4,Expired,111043,Auto-generated offer 1043
1044,1045,20240726,44,5,Expired,131044,Auto-generated offer 1044
1045,1046,20230704,45,6,Accepted,151045,Auto-generated offer 1045
1046,1047,20240706,46,7,Accepted,171046,Auto-generated offer 1046
1047,1048,20241116,47,8,Declined,191047,Auto-generated offer 1047
1048,1049,20240806,48,9,Pending,211048,Auto-generated offer 1048
1049,1050,20241228,49,10,Declined,31049,Auto-generated offer 1049
1050,1051,20250830,50,11,Accepted,51050,Auto-generated offer 1050
1051,1052,20250722,1,12,Pending,71051,Auto-generated offer 1051
1052,1053,20231004,2,13,Pending,91052,Auto-generated offer 1052
1053,1054,20250906,3,14,Accepted,111053,Auto-generated offer 1053
1054,1055,20240508,4,15,Accepted,131054,Auto-generated offer 1054
1055,1056,20240712,5,16,Declined,151055,Auto-generated offer 1055
1056,1057,20250418,6,17,Declined,171056,Auto-generated offer 1056
1057,1058,20240714,7,18,Declined,191057,Auto-generated offer 1057
1058,1059,20241112,8,19,Expired,211058,Auto-generated offer 1058
1059,1060,20240712,9,20,Pending,31059,Auto-generated offer 1059
1060,1061,20250629,10,21,Declined,51060,Auto-generated offer 1060
1061,1062,20230731,11,22,Accepted,71061,Auto-generated offer 1061
1062,1063,20240115,12,23,Pending,91062,Auto-generated offer 1062
1063,1064,20240915,13,24,Pending,111063,Auto-generated offer 1063
1064,1065,20230406,14,25,Declined,131064,Auto-generated offer 1064
1065,1066,20240925,15,26,Expired,151065,Auto-generated offer 1065
1066,1067,20240117,16,27,Accepted,171066,Auto-generated offer 1066
1067,1068,20250121,17,28,Declined,191067,Auto-generated offer 1067
1068,1069,20240501,18,29,Accepted,211068,Auto-generated offer 1068
1069,1070,20250617,19,30,Declined,31069,Auto-generated offer 1069
1070,1071,20231217,20,31,Accepted,51070,Auto-generated offer 1070
1071,1072,20250326,21,32,Accepted,71071,Auto-generated offer 1071
1072,1073,20240520,22,33,Expired,91072,Auto-generated offer 1072
1073,1074,20241111,23,34,Pending,111073,Auto-generated offer 1073
1074,1075,20230915,24,35,Expired,131074,Auto-generated offer 1074
1075,1076,20230831,25,36,Expired,151075,Auto-generated offer 1075
1076,1077,20241015,26,37,Pending,171076,Auto-generated offer 1076
1077,1078,20240711,27,38,Declined,191077,Auto-generated offer 1077
1078,1079,20240617,28,39,Pending,211078,Auto-generated offer 1078
1079,1080,20230803,29,40,Accepted,31079,Auto-generated offer 1079
1080,1081,20250114,30,1,Accepted,51080,Auto-generated offer 1080
1081,1082,20250309,31,2,Pending,71081,Auto-generated offer 1081
1082,1083,20240622,32,3,Declined,91082,Auto-generated offer 1082
1083,1084,20240418,33,4,Accepted,111083,Auto-generated offer 1083
1084,1085,20240110,34,5,Pending,131084,Auto-generated offer 1084
1085,1086,20240802,35,6,Declined,151085,Auto-generated offer 1085
1086,1087,20230630,36,7,Accepted,171086,Auto-generated offer 1086
1087,1088,20231124,37,8,Pending,191087,Auto-generated offer 1087
1088,1089,20250225,38,9,Accepted,211088,Auto-generated offer 1088
1089,1090,20250528,39,10,Pending,31089,Auto-generated offer 1089
1090,1091,20241213,40,11,Accepted,51090,Auto-generated offer 1090
1091,1092,20250817,41,12,Accepted,71091,Auto-generated offer 1091
1092,1093,20230608,42,13,Accepted,91092,Auto-generated offer 1092
1093,1094,20250120,43,14,Pending,111093,Auto-generated offer 1093
1094,1095,20240309,44,15,Pending,131094,Auto-generated offer 1094
1095,1096,20241011,45,16,Pending,151095,Auto-generated offer 1095
1096,1097,20240323,46,17,Expired,171096,Auto-generated offer 1096
1097,1098,20250729,47,18,Accepted,191097,Auto-generated offer 1097
1098,1099,20230601,48,19,Accepted,211098,Auto-generated offer 1098
1099,1100,20230506,49,20,Accepted,31099,Auto-generated offer 1099
1100,1101,20240728,50,21,Accepted,51100,Auto-generated offer 1100
1101,1102,20240314,1,22,Accepted,71101,Auto-generated offer 1101
1102,1103,20230524,2,23,Accepted,91102,Auto-generated offer 1102
1103,1104,20231213,3,24,Pending,111103,Auto-generated offer 1103
1104,1105,20240411,4,25,Expired,131104,Auto-generated offer 1104
1105,1106,20250305,5,26,Accepted,151105,Auto-generated offer 1105
1106,1107,20240618,6,27,Accepted,171106,Auto-generated offer 1106
1107,1108,20231101,7,28,Accepted,191107,Auto-generated offer 1107
1108,1109,20240829,8,29,Pending,211108,Auto-generated offer 1108
1109,1110,20240915,9,30,Pending,31109,Auto-generated offer 1109
1110,1111,20241020,10,31,Pending,51110,Auto-generated offer 1110
1111,1112,20240808,11,32,Pending,71111,Auto-generated offer 1111
1112,1113,20250721,12,33,Expired,91112,Auto-generated offer 1112
1113,1114,20230709,13,34,Accepted,111113,Auto-generated offer 1113
1114,1115,20240722,14,35,Expired,131114,Auto-generated offer 1114
1115,1116,20230826,15,36,Declined,151115,Auto-generated offer 1115
1116,1117,20230425,16,37,Declined,171116,Auto-generated offer 1116
1117,1118,20250714,17,38,Pending,191117,Auto-generated offer 1117
1118,1119,20250829,18,39,Accepted,211118,Auto-generated offer 1118
1119,1120,20240508,19,40,Expired,31119,Auto-generated offer 1119
1120,1121,20250120,20,1,Pending,51120,Auto-generated offer 1120
1121,1122,20240105,21,2,Expired,71121,Auto-generated offer 1121
1122,1123,20240630,22,3,Declined,91122,Auto-generated offer 1122
1123,1124,20250522,23,4,Accepted,111123,Auto-generated offer 1123
1124,1125,20230922,24,5,Accepted,131124,Auto-generated offer 1124
1125,1126,20240126,25,6,Expired,151125,Auto-generated offer 1125
1126,1127,20230403,26,7,Declined,171126,Auto-generated offer 1126
1127,1128,20230322,27,8,Pending,191127,Auto-generated offer 1127
1128,1129,20230730,28,9,Pending,211128,Auto-generated offer 1128
1129,1130,20230423,29,10,Pending,31129,Auto-generated offer 1129
1130,1131,20250125,30,11,Declined,51130,Auto-generated offer 1130
1131,1132,20240317,31,12,Accepted,71131,Auto-generated offer 1131
1132,1133,20231102,32,13,Declined,91132,Auto-generated offer 1132
1133,1134,20231103,33,14,Accepted,111133,Auto-generated offer 1133
1134,1135,20230404,34,15,Pending,131134,Auto-generated offer 1134
1135,1136,20250405,35,16,Accepted,151135,Auto-generated offer 1135
1136,1137,20250811,36,17,Declined,171136,Auto-generated offer 1136
1137,1138,20231011,37,18,Pending,191137,Auto-generated offer 1137
1138,1139,20250610,38,19,Accepted,211138,Auto-generated offer 1138
1139,1140,20250809,39,20,Expired,31139,Auto-generated offer 1139
1140,1141,20231209,40,21,Pending,51140,Auto-generated offer 1140
1141,1142,20240815,41,22,Expired,71141,Auto-generated offer 1141
1142,1143,20231019,42,23,Pending,91142,Auto-generated offer 1142
1143,1144,20250505,43,24,Pending,111143,Auto-generated offer 1143
1144,1145,20231208,44,25,Accepted,131144,Auto-generated offer 1144
1145,1146,20230602,45,26,Declined,151145,Auto-generated offer 1145
1146,1147,20231206,46,27,Pending,171146,Auto-generated offer 1146
1147,1148,20240920,47,28,Pending,191147,Auto-generated offer 1147
1148,1149,20230916,48,29,Declined,211148,Auto-generated offer 1148
1149,1150,20240506,49,30,Accepted,31149,Auto-generated offer 1149
1150,1151,20250202,50,31,Pending,51150,Auto-generated offer 1150
1151,1152,20250107,1,32,Declined,71151,Auto-generated offer 1151
1152,1153,20240229,2,33,Expired,91152,Auto-generated offer 1152
1153,1154,20230915,3,34,Pending,111153,Auto-generated offer 1153
1154,1155,20230525,4,35,Expired,131154,Auto-generated offer 1154
1155,1156,20250128,5,36,Pending,151155,Auto-generated offer 1155
1156,1157,20240614,6,37,Expired,171156,Auto-generated offer 1156
1157,1158,20241110,7,38,Accepted,191157,Auto-generated offer 1157
1158,1159,20241216,8,39,Expired,211158,Auto-generated offer 1158
1159,1160,20250802,9,40,Pending,31159,Auto-generated offer 1159
1160,1161,20230923,10,1,Accepted,51160,Auto-generated offer 1160
1161,1162,20240821,11,2,Expired,71161,Auto-generated offer 1161
1162,1163,20230416,12,3,Declined,91162,Auto-generated offer 1162
1163,1164,20250206,13,4,Declined,111163,Auto-generated offer 1163
1164,1165,20250116,14,5,Accepted,131164,Auto-generated offer 1164
1165,1166,20230525,15,6,Declined,151165,Auto-generated offer 1165
1166,1167,20240726,16,7,Accepted,171166,Auto-generated offer 1166
1167,1168,20240808,17,8,Declined,191167,Auto-generated offer 1167
1168,1169,20241223,18,9,Declined,211168,Auto-generated offer 1168
1169,1170,20230424,19,10,Expired,31169,Auto-generated offer 1169
1170,1171,20241022,20,11,Accepted,51170,Auto-generated offer 1170
1171,1172,20231003,21,12,Declined,71171,Auto-generated offer 1171
1172,1173,20240122,22,13,Declined,91172,Auto-generated offer 1172
1173,1174,20250812,23,14,Declined,111173,Auto-generated offer 1173
1174,1175,20240212,24,15,Expired,131174,Auto-generated offer 1174
1175,1176,20240611,25,16,Expired,151175,Auto-generated offer 1175
1176,1177,20230522,26,17,Declined,171176,Auto-generated offer 1176
1177,1178,20240713,27,18,Pending,191177,Auto-generated offer 1177
1178,1179,20231027,28,19,Expired,211178,Auto-generated offer 1178
1179,1180,20250421,29,20,Expired,31179,Auto-generated offer 1179
1180,1181,20231020,30,21,Declined,51180,Auto-generated offer 1180
1181,1182,20250207,31,22,Pending,71181,Auto-generated offer 1181
1182,1183,20250620,32,23,Expired,91182,Auto-generated offer 1182
1183,1184,20230807,33,24,Accepted,111183,Auto-generated offer 1183
1184,1185,20240905,34,25,Pending,131184,Auto-generated offer 1184
1185,1186,20250319,35,26,Pending,151185,Auto-generated offer 1185
1186,1187,20250130,36,27,Pending,171186,Auto-generated offer 1186
1187,1188,20250313,37,28,Accepted,191187,Auto-generated offer 1187
1188,1189,20240819,38,29,Accepted,211188,Auto-generated offer 1188
1189,1190,20241031,39,30,Pending,31189,Auto-generated offer 1189
1190,1191,20241023,40,31,Pending,51190,Auto-generated offer 1190
1191,1192,20240703,41,32,Pending,71191,Auto-generated offer 1191
1192,1193,20250201,42,33,Expired,91192,Auto-generated offer 1192
1193,1194,20230718,43,34,Declined,111193,Auto-generated offer 1193
1194,1195,20250502,44,35,Pending,131194,Auto-generated offer 1194
1195,1196,20250502,45,36,Expired,151195,Auto-generated offer 1195
1196,1197,20240214,46,37,Accepted,171196,Auto-generated offer 1196
1197,1198,20250212,47,38,Accepted,191197,Auto-generated offer 1197
1198,1199,20250211,48,39,Expired,211198,Auto-generated offer 1198
1199,1200,20241229,49,40,Pending,31199,Auto-generated offer 1199
1200,1201,20230926,50,1,Expired,51200,Auto-generated offer 1200
1201,1202,20240330,1,2,Accepted,71201,Auto-generated offer 1201
1202,1203,20250304,2,3,Accepted,91202,Auto-generated offer 1202
1203,1204,20240421,3,4,Declined,111203,Auto-generated offer 1203
1204,1205,20230508,4,5,Declined,131204,Auto-generated offer 1204
1205,1206,20230515,5,6,Accepted,151205,Auto-generated offer 1205
1206,1207,20231211,6,7,Declined,171206,Auto-generated offer 1206
1207,1208,20250223,7,8,Expired,191207,Auto-generated offer 1207
1208,1209,20231203,8,9,Declined,211208,Auto-generated offer 1208
1209,1210,20230916,9,10,Accepted,31209,Auto-generated offer 1209
1210,1211,20240426,10,11,Accepted,51210,Auto-generated offer 1210
1211,1212,20250822,11,12,Expired,71211,Auto-generated offer 1211
1212,1213,20240721,12,13,Declined,91212,Auto-generated offer 1212
1213,1214,20230801,13,14,Declined,111213,Auto-generated offer 1213
1214,1215,20241018,14,15,Accepted,131214,Auto-generated offer 1214
1215,1216,20230720,15,16,Expired,151215,Auto-generated offer 1215
1216,1217,20240901,16,17,Pending,171216,Auto-generated offer 1216
1217,1218,20240123,17,18,Expired,191217,Auto-generated offer 1217
1218,1219,20250513,18,19,Pending,211218,Auto-generated offer 1218
1219,1220,20240211,19,20,Pending,31219,Auto-generated offer 1219
1220,1221,20231112,20,21,Declined,51220,Auto-generated offer 1220
1221,1222,20250427,21,22,Accepted,71221,Auto-generated offer 1221
1222,1223,20250525,22,23,Accepted,91222,Auto-generated offer 1222
1223,1224,20250407,23,24,Accepted,111223,Auto-generated offer 1223
1224,1225,20250203,24,25,Declined,131224,Auto-generated offer 1224
1225,1226,20250303,25,26,Accepted,151225,Auto-generated offer 1225
1226,1227,20231104,26,27,Pending,171226,Auto-generated offer 1226
1227,1228,20230419,27,28,Pending,191227,Auto-generated offer 1227
1228,1229,20250825,28,29,Expired,211228,Auto-generated offer 1228
1229,1230,20250825,29,30,Accepted,31229,Auto-generated offer 1229
1230,1231,20241001,30,31,Pending,51230,Auto-generated offer 1230
1231,1232,20250902,31,32,Accepted,71231,Auto-generated offer 1231
1232,1233,20230426,32,33,Pending,91232,Auto-generated offer 1232
1233,1234,20241025,33,34,Expired,111233,Auto-generated offer 1233
1234,1235,20230714,34,35,Expired,131234,Auto-generated offer 1234
1235,1236,20240515,35,36,Accepted,151235,Auto-generated offer 1235
1236,1237,20240623,36,37,Expired,171236,Auto-generated offer 1236
1237,1238,20240920,37,38,Accepted,191237,Auto-generated offer 1237
1238,1239,20230502,38,39,Accepted,211238,Auto-generated offer 1238
1239,1240,20241123,39,40,Declined,31239,Auto-generated offer 1239
1240,1241,20240322,40,1,Declined,51240,Auto-generated offer 1240
1241,1242,20230519,41,2,Accepted,71241,Auto-generated offer 1241
1242,1243,20240115,42,3,Declined,91242,Auto-generated offer 1242
1243,1244,20240119,43,4,Pending,111243,Auto-generated offer 1243
1244,1245,20250120,44,5,Accepted,131244,Auto-generated offer 1244
1245,1246,20240202,45,6,Pending,151245,Auto-generated offer 1245
1246,1247,20240430,46,7,Declined,171246,Auto-generated offer 1246
1247,1248,20250415,47,8,Accepted,191247,Auto-generated offer 1247
1248,1249,20250509,48,9,Accepted,211248,Auto-generated offer 1248
1249,1250,20250618,49,10,Pending,31249,Auto-generated offer 1249
1250,1251,20240426,50,11,Declined,51250,Auto-generated offer 1250
1251,1252,20230822,1,12,Declined,71251,Auto-generated offer 1251
1252,1253,20230618,2,13,Pending,91252,Auto-generated offer 1252
1253,1254,20231213,3,14,Expired,111253,Auto-generated offer 1253
1254,1255,20231216,4,15,Accepted,131254,Auto-generated offer 1254
1255,1256,20241009,5,16,Accepted,151255,Auto-generated offer 1255
1256,1257,20240930,6,17,Accepted,171256,Auto-generated offer 1256
1257,1258,20250101,7,18,Declined,191257,Auto-generated offer 1257
1258,1259,20230904,8,19,Accepted,211258,Auto-generated offer 1258
1259,1260,20240731,9,20,Pending,31259,Auto-generated offer 1259
1260,1261,20230731,10,21,Accepted,51260,Auto-generated offer 1260
1261,1262,20250523,11,22,Accepted,71261,Auto-generated offer 1261
1262,1263,20250904,12,23,Declined,91262,Auto-generated offer 1262
1263,1264,20240910,13,24,Pending,111263,Auto-generated offer 1263
1264,1265,20231228,14,25,Pending,131264,Auto-generated offer 1264
1265,1266,20241118,15,26,Pending,151265,Auto-generated offer 1265
1266,1267,20231222,16,27,Expired,171266,Auto-generated offer 1266
1267,1268,20240427,17,28,Expired,191267,Auto-generated offer 1267
1268,1269,20230806,18,29,Pending,211268,Auto-generated offer 1268
1269,1270,20230408,19,30,Declined,31269,Auto-generated offer 1269
1270,1271,20250311,20,31,Pending,51270,Auto-generated offer 1270
1271,1272,20241204,21,32,Accepted,71271,Auto-generated offer 1271
1272,1273,20240606,22,33,Pending,91272,Auto-generated offer 1272
1273,1274,20240111,23,34,Accepted,111273,Auto-generated offer 1273
1274,1275,20250118,24,35,Accepted,131274,Auto-generated offer 1274
1275,1276,20240706,25,36,Expired,151275,Auto-generated offer 1275
1276,1277,20250707,26,37,Declined,171276,Auto-generated offer 1276
1277,1278,20240222,27,38,Declined,191277,Auto-generated offer 1277
1278,1279,20250718,28,39,Accepted,211278,Auto-generated offer 1278
1279,1280,20250126,29,40,Pending,31279,Auto-generated offer 1279
1280,1281,20250706,30,1,Pending,51280,Auto-generated offer 1280
1281,1282,20250613,31,2,Pending,71281,Auto-generated offer 1281
1282,1283,20230705,32,3,Accepted,91282,Auto-generated offer 1282
1283,1284,20240731,33,4,Accepted,111283,Auto-generated offer 1283
1284,1285,20230902,34,5,Declined,131284,Auto-generated offer 1284
1285,1286,20231118,35,6,Expired,151285,Auto-generated offer 1285
1286,1287,20240813,36,7,Pending,171286,Auto-generated offer 1286
1287,1288,20250323,37,8,Accepted,191287,Auto-generated offer 1287
1288,1289,20250821,38,9,Pending,211288,Auto-generated offer 1288
1289,1290,20231215,39,10,Accepted,31289,Auto-generated offer 1289
1290,1291,20240228,40,11,Pending,51290,Auto-generated offer 1290
1291,1292,20250701,41,12,Accepted,71291,Auto-generated offer 1291
1292,1293,20240824,42,13,Declined,91292,Auto-generated offer 1292
1293,1294,20230921,43,14,Pending,111293,Auto-generated offer 1293
1294,1295,20240518,44,15,Pending,131294,Auto-generated offer 1294
1295,1296,20230531,45,16,Expired,151295,Auto-generated offer 1295
1296,1297,20230930,46,17,Declined,171296,Auto-generated offer 1296
1297,1298,20231121,47,18,Expired,191297,Auto-generated offer 1297
1298,1299,20250611,48,19,Accepted,211298,Auto-generated offer 1298
1299,1300,20250630,49,20,Accepted,31299,Auto-generated offer 1299
1300,1301,20230623,50,21,Accepted,51300,Auto-generated offer 1300
1301,1302,20230828,1,22,Pending,71301,Auto-generated offer 1301
1302,1303,20240331,2,23,Accepted,91302,Auto-generated offer 1302
1303,1304,20250525,3,24,Accepted,111303,Auto-generated offer 1303
1304,1305,20240825,4,25,Pending,131304,Auto-generated offer 1304
1305,1306,20231205,5,26,Accepted,151305,Auto-generated offer 1305
1306,1307,20240927,6,27,Declined,171306,Auto-generated offer 1306
1307,1308,20240118,7,28,Accepted,191307,Auto-generated offer 1307
1308,1309,20240722,8,29,Pending,211308,Auto-generated offer 1308
1309,1310,20250112,9,30,Accepted,31309,Auto-generated offer 1309
1310,1311,20230409,10,31,Pending,51310,Auto-generated offer 1310
1311,1312,20230415,11,32,Declined,71311,Auto-generated offer 1311
1312,1313,20250523,12,33,Declined,91312,Auto-generated offer 1312
1313,1314,20240609,13,34,Accepted,111313,Auto-generated offer 1313
1314,1315,20240131,14,35,Accepted,131314,Auto-generated offer 1314
1315,1316,20230620,15,36,Accepted,151315,Auto-generated offer 1315
1316,1317,20240819,16,37,Accepted,171316,Auto-generated offer 1316
1317,1318,20250622,17,38,Expired,191317,Auto-generated offer 1317
1318,1319,20240728,18,39,Accepted,211318,Auto-generated offer 1318
1319,1320,20230606,19,40,Accepted,31319,Auto-generated offer 1319
1320,1321,20240831,20,1,Declined,51320,Auto-generated offer 1320
1321,1322,20250814,21,2,Declined,71321,Auto-generated offer 1321
1322,1323,20230619,22,3,Accepted,91322,Auto-generated offer 1322
1323,1324,20240424,23,4,Accepted,111323,Auto-generated offer 1323
1324,1325,20230608,24,5,Declined,131324,Auto-generated offer 1324
1325,1326,20240221,25,6,Pending,151325,Auto-generated offer 1325
1326,1327,20240501,26,7,Accepted,171326,Auto-generated offer 1326
1327,1328,20240130,27,8,Accepted,191327,Auto-generated offer 1327
1328,1329,20240112,28,9,Pending,211328,Auto-generated offer 1328
1329,1330,20240116,29,10,Pending,31329,Auto-generated offer 1329
1330,1331,20250609,30,11,Expired,51330,Auto-generated offer 1330
1331,1332,20241027,31,12,Expired,71331,Auto-generated offer 1331
1332,1333,20240207,32,13,Pending,91332,Auto-generated offer 1332
1333,1334,20240820,33,14,Expired,111333,Auto-generated offer 1333
1334,1335,20240323,34,15,Expired,131334,Auto-generated offer 1334
1335,1336,20231026,35,16,Declined,151335,Auto-generated offer 1335
1336,1337,20250902,36,17,Expired,171336,Auto-generated offer 1336
1337,1338,20241109,37,18,Declined,191337,Auto-generated offer 1337
1338,1339,20230806,38,19,Expired,211338,Auto-generated offer 1338
1339,1340,20250127,39,20,Accepted,31339,Auto-generated offer 1339
1340,1341,20230916,40,21,Accepted,51340,Auto-generated offer 1340
1341,1342,20230826,41,22,Expired,71341,Auto-generated offer 1341
1342,1343,20230603,42,23,Accepted,91342,Auto-generated offer 1342
